Hour,Day,Month,Year,Demand(MW),Day_of_week
5,13,7,2021,11237,3
6,13,7,2021,10362,3
7,13,7,2021,9916,3
8,13,7,2021,9837,3
9,13,7,2021,10278,3
10,13,7,2021,10553,3
11,13,7,2021,10724,3
12,13,7,2021,10878,3
13,13,7,2021,11159,3
14,13,7,2021,11018,3
15,13,7,2021,11341,3
16,13,7,2021,11132,3
17,13,7,2021,10587,3
18,13,7,2021,9887,3
19,13,7,2021,10788,3
20,13,7,2021,12620,3
21,13,7,2021,12838,3
22,13,7,2021,12884,3
23,13,7,2021,12832,3
24,13,7,2021,12743,3
1,14,7,2021,12326,4
2,14,7,2021,11977,4
3,14,7,2021,11666,4
4,14,7,2021,11392,4
5,14,7,2021,11026,4
6,14,7,2021,10066,4
7,14,7,2021,9770,4
8,14,7,2021,9708,4
9,14,7,2021,10263,4
10,14,7,2021,10449,4
11,14,7,2021,10591,4
12,14,7,2021,10846,4
13,14,7,2021,11308,4
14,14,7,2021,11238,4
15,14,7,2021,11629,4
16,14,7,2021,11392,4
17,14,7,2021,10791,4
18,14,7,2021,10026,4
19,14,7,2021,11226,4
20,14,7,2021,12841,4
21,14,7,2021,13077,4
22,14,7,2021,13118,4
23,14,7,2021,13165,4
24,14,7,2021,13022,4
1,15,7,2021,12662,5
2,15,7,2021,12157,5
3,15,7,2021,11952,5
4,15,7,2021,11667,5
5,15,7,2021,11461,5
6,15,7,2021,10593,5
7,15,7,2021,10307,5
8,15,7,2021,10230,5
9,15,7,2021,10599,5
10,15,7,2021,11130,5
11,15,7,2021,11311,5
12,15,7,2021,11549,5
13,15,7,2021,11662,5
14,15,7,2021,11662,5
15,15,7,2021,11952,5
16,15,7,2021,11989,5
17,15,7,2021,11553,5
18,15,7,2021,10720,5
19,15,7,2021,11899,5
20,15,7,2021,13403,5
21,15,7,2021,13525,5
22,15,7,2021,13375,5
23,15,7,2021,13386,5
24,15,7,2021,13317,5
1,16,7,2021,12864,6
2,16,7,2021,12476,6
3,16,7,2021,12047,6
4,16,7,2021,11946,6
5,16,7,2021,11722,6
6,16,7,2021,10679,6
7,16,7,2021,10188,6
8,16,7,2021,9916,6
9,16,7,2021,9765,6
10,16,7,2021,9941,6
11,16,7,2021,10192,6
12,16,7,2021,10643,6
13,16,7,2021,10860,6
14,16,7,2021,10633,6
15,16,7,2021,11124,6
16,16,7,2021,10931,6
17,16,7,2021,10324,6
18,16,7,2021,9746,6
19,16,7,2021,11159,6
20,16,7,2021,12659,6
21,16,7,2021,12830,6
22,16,7,2021,12761,6
23,16,7,2021,12741,6
24,16,7,2021,12634,6
1,17,7,2021,12345,7
2,17,7,2021,12053,7
3,17,7,2021,11596,7
4,17,7,2021,11320,7
5,17,7,2021,11054,7
6,17,7,2021,10170,7
7,17,7,2021,9855,7
8,17,7,2021,9712,7
9,17,7,2021,10026,7
10,17,7,2021,10190,7
11,17,7,2021,10400,7
12,17,7,2021,10670,7
13,17,7,2021,10974,7
14,17,7,2021,10986,7
15,17,7,2021,11307,7
16,17,7,2021,10928,7
17,17,7,2021,10685,7
18,17,7,2021,10240,7
19,17,7,2021,11456,7
20,17,7,2021,12964,7
21,17,7,2021,13056,7
22,17,7,2021,12974,7
23,17,7,2021,12776,7
24,17,7,2021,12579,7
1,18,7,2021,12089,1
2,18,7,2021,11617,1
3,18,7,2021,11279,1
4,18,7,2021,11019,1
5,18,7,2021,10815,1
6,18,7,2021,9918,1
7,18,7,2021,9718,1
8,18,7,2021,9707,1
9,18,7,2021,10076,1
10,18,7,2021,10631,1
11,18,7,2021,10840,1
12,18,7,2021,11210,1
13,18,7,2021,11433,1
14,18,7,2021,11430,1
15,18,7,2021,11705,1
16,18,7,2021,11190,1
17,18,7,2021,10714,1
18,18,7,2021,10251,1
19,18,7,2021,11516,1
20,18,7,2021,12577,1
21,18,7,2021,12953,1
22,18,7,2021,12750,1
23,18,7,2021,12658,1
24,18,7,2021,12621,1
1,19,7,2021,12268,2
2,19,7,2021,11813,2
3,19,7,2021,11325,2
4,19,7,2021,11102,2
5,19,7,2021,10967,2
6,19,7,2021,9831,2
7,19,7,2021,9737,2
8,19,7,2021,9616,2
9,19,7,2021,9791,2
10,19,7,2021,9941,2
11,19,7,2021,10232,2
12,19,7,2021,10184,2
13,19,7,2021,10213,2
14,19,7,2021,10515,2
15,19,7,2021,10363,2
16,19,7,2021,9885,2
17,19,7,2021,9344,2
18,19,7,2021,9210,2
19,19,7,2021,10257,2
20,19,7,2021,11707,2
21,19,7,2021,11940,2
22,19,7,2021,11921,2
23,19,7,2021,11901,2
24,19,7,2021,11682,2
1,20,7,2021,11271,3
2,20,7,2021,10734,3
3,20,7,2021,10259,3
4,20,7,2021,10065,3
5,20,7,2021,9635,3
6,20,7,2021,8527,3
7,20,7,2021,8069,3
8,20,7,2021,7804,3
9,20,7,2021,7624,3
10,20,7,2021,7651,3
11,20,7,2021,7715,3
12,20,7,2021,8011,3
13,20,7,2021,8327,3
14,20,7,2021,8666,3
15,20,7,2021,8734,3
16,20,7,2021,8564,3
17,20,7,2021,8189,3
18,20,7,2021,8006,3
19,20,7,2021,9179,3
20,20,7,2021,10533,3
21,20,7,2021,10960,3
22,20,7,2021,10946,3
23,20,7,2021,10943,3
24,20,7,2021,10765,3
1,21,7,2021,10201,4
2,21,7,2021,9996,4
3,21,7,2021,9662,4
4,21,7,2021,9342,4
5,21,7,2021,9112,4
6,21,7,2021,8283,4
7,21,7,2021,8067,4
8,21,7,2021,7441,4
9,21,7,2021,7114,4
10,21,7,2021,6983,4
11,21,7,2021,7033,4
12,21,7,2021,7208,4
13,21,7,2021,7504,4
14,21,7,2021,8029,4
15,21,7,2021,8207,4
16,21,7,2021,8447,4
17,21,7,2021,8495,4
18,21,7,2021,8389,4
19,21,7,2021,9346,4
20,21,7,2021,11054,4
21,21,7,2021,11298,4
22,21,7,2021,11389,4
23,21,7,2021,11374,4
24,21,7,2021,11050,4
1,22,7,2021,10611,5
2,22,7,2021,10111,5
3,22,7,2021,9742,5
4,22,7,2021,9711,5
5,22,7,2021,9521,5
6,22,7,2021,8569,5
7,22,7,2021,8345,5
8,22,7,2021,8278,5
9,22,7,2021,8251,5
10,22,7,2021,8416,5
11,22,7,2021,8452,5
12,22,7,2021,8576,5
13,22,7,2021,8886,5
14,22,7,2021,9362,5
15,22,7,2021,9501,5
16,22,7,2021,9417,5
17,22,7,2021,8843,5
18,22,7,2021,8324,5
19,22,7,2021,9376,5
20,22,7,2021,10614,5
21,22,7,2021,10908,5
22,22,7,2021,11045,5
23,22,7,2021,11208,5
24,22,7,2021,11098,5
1,23,7,2021,10902,6
2,23,7,2021,10642,6
3,23,7,2021,10320,6
4,23,7,2021,9954,6
5,23,7,2021,9744,6
6,23,7,2021,8862,6
7,23,7,2021,8257,6
8,23,7,2021,7820,6
9,23,7,2021,7324,6
10,23,7,2021,7314,6
11,23,7,2021,7298,6
12,23,7,2021,7507,6
13,23,7,2021,7900,6
14,23,7,2021,7802,6
15,23,7,2021,7848,6
16,23,7,2021,7638,6
17,23,7,2021,7321,6
18,23,7,2021,7057,6
19,23,7,2021,8309,6
20,23,7,2021,9874,6
21,23,7,2021,10303,6
22,23,7,2021,10480,6
23,23,7,2021,10239,6
24,23,7,2021,9991,6
1,24,7,2021,9707,7
2,24,7,2021,9302,7
3,24,7,2021,9057,7
4,24,7,2021,8803,7
5,24,7,2021,8697,7
6,24,7,2021,7861,7
7,24,7,2021,7462,7
8,24,7,2021,7343,7
9,24,7,2021,7334,7
10,24,7,2021,7382,7
11,24,7,2021,7387,7
12,24,7,2021,7609,7
13,24,7,2021,7934,7
14,24,7,2021,8267,7
15,24,7,2021,8248,7
16,24,7,2021,8017,7
17,24,7,2021,7593,7
18,24,7,2021,7380,7
19,24,7,2021,8739,7
20,24,7,2021,10347,7
21,24,7,2021,10620,7
22,24,7,2021,10637,7
23,24,7,2021,10514,7
24,24,7,2021,10228,7
1,25,7,2021,9960,1
2,25,7,2021,9646,1
3,25,7,2021,9424,1
4,25,7,2021,9209,1
5,25,7,2021,8927,1
6,25,7,2021,8214,1
7,25,7,2021,7903,1
8,25,7,2021,7807,1
9,25,7,2021,7957,1
10,25,7,2021,8151,1
11,25,7,2021,8307,1
12,25,7,2021,8451,1
13,25,7,2021,8920,1
14,25,7,2021,9125,1
15,25,7,2021,9339,1
16,25,7,2021,9074,1
17,25,7,2021,8554,1
18,25,7,2021,7975,1
19,25,7,2021,9227,1
20,25,7,2021,10782,1
21,25,7,2021,11285,1
22,25,7,2021,11332,1
23,25,7,2021,11253,1
24,25,7,2021,10954,1
1,26,7,2021,10667,2
2,26,7,2021,10346,2
3,26,7,2021,10087,2
4,26,7,2021,9945,2
5,26,7,2021,9677,2
6,26,7,2021,8884,2
7,26,7,2021,8523,2
8,26,7,2021,8322,2
9,26,7,2021,8535,2
10,26,7,2021,8645,2
11,26,7,2021,8638,2
12,26,7,2021,9002,2
13,26,7,2021,9289,2
14,26,7,2021,9491,2
15,26,7,2021,9655,2
16,26,7,2021,9358,2
17,26,7,2021,8643,2
18,26,7,2021,8165,2
19,26,7,2021,9684,2
20,26,7,2021,11126,2
21,26,7,2021,11354,2
22,26,7,2021,11419,2
23,26,7,2021,11254,2
24,26,7,2021,11164,2
1,27,7,2021,10752,3
2,27,7,2021,10495,3
3,27,7,2021,10205,3
4,27,7,2021,9942,3
5,27,7,2021,9763,3
6,27,7,2021,8893,3
7,27,7,2021,8368,3
8,27,7,2021,8171,3
9,27,7,2021,8120,3
10,27,7,2021,8112,3
11,27,7,2021,8206,3
12,27,7,2021,8473,3
13,27,7,2021,8839,3
14,27,7,2021,9171,3
15,27,7,2021,9090,3
16,27,7,2021,8584,3
17,27,7,2021,8131,3
18,27,7,2021,7739,3
19,27,7,2021,9073,3
20,27,7,2021,10288,3
21,27,7,2021,10551,3
22,27,7,2021,10544,3
23,27,7,2021,10446,3
24,27,7,2021,10199,3
1,28,7,2021,10022,4
2,28,7,2021,9661,4
3,28,7,2021,9135,4
4,28,7,2021,8952,4
5,28,7,2021,8802,4
6,28,7,2021,7804,4
7,28,7,2021,7385,4
8,28,7,2021,7471,4
9,28,7,2021,7494,4
10,28,7,2021,7683,4
11,28,7,2021,7743,4
12,28,7,2021,8068,4
13,28,7,2021,8388,4
14,28,7,2021,8490,4
15,28,7,2021,8490,4
16,28,7,2021,8135,4
17,28,7,2021,7727,4
18,28,7,2021,7398,4
19,28,7,2021,8716,4
20,28,7,2021,10061,4
21,28,7,2021,10400,4
22,28,7,2021,10487,4
23,28,7,2021,10386,4
24,28,7,2021,10104,4
1,29,7,2021,9680,5
2,29,7,2021,9408,5
3,29,7,2021,9147,5
4,29,7,2021,8966,5
5,29,7,2021,8679,5
6,29,7,2021,7676,5
7,29,7,2021,7198,5
8,29,7,2021,6927,5
9,29,7,2021,6682,5
10,29,7,2021,6607,5
11,29,7,2021,6591,5
12,29,7,2021,6782,5
13,29,7,2021,6874,5
14,29,7,2021,6966,5
15,29,7,2021,6816,5
16,29,7,2021,6705,5
17,29,7,2021,6685,5
18,29,7,2021,6789,5
19,29,7,2021,7987,5
20,29,7,2021,9073,5
21,29,7,2021,9309,5
22,29,7,2021,8472,5
23,29,7,2021,9043,5
24,29,7,2021,9222,5
1,30,7,2021,9021,6
2,30,7,2021,8546,6
3,30,7,2021,8288,6
4,30,7,2021,8062,6
5,30,7,2021,7968,6
6,30,7,2021,7373,6
7,30,7,2021,7102,6
8,30,7,2021,6958,6
9,30,7,2021,6793,6
10,30,7,2021,6914,6
11,30,7,2021,6930,6
12,30,7,2021,7206,6
13,30,7,2021,7798,6
14,30,7,2021,7888,6
15,30,7,2021,7830,6
16,30,7,2021,7412,6
17,30,7,2021,7018,6
18,30,7,2021,7139,6
19,30,7,2021,8665,6
20,30,7,2021,9846,6
21,30,7,2021,10204,6
22,30,7,2021,10295,6
23,30,7,2021,10209,6
24,30,7,2021,9835,6
1,31,7,2021,9551,7
2,31,7,2021,9221,7
3,31,7,2021,8989,7
4,31,7,2021,8687,7
5,31,7,2021,8507,7
6,31,7,2021,7741,7
7,31,7,2021,7417,7
8,31,7,2021,7252,7
9,31,7,2021,7293,7
10,31,7,2021,7440,7
11,31,7,2021,7563,7
12,31,7,2021,7841,7
13,31,7,2021,8186,7
14,31,7,2021,8327,7
15,31,7,2021,8272,7
16,31,7,2021,8143,7
17,31,7,2021,7734,7
18,31,7,2021,7435,7
19,31,7,2021,8991,7
20,31,7,2021,10437,7
21,31,7,2021,10777,7
22,31,7,2021,10844,7
23,31,7,2021,10718,7
24,31,7,2021,10524,7
1,1,8,2021,10405,1
2,1,8,2021,9985,1
3,1,8,2021,9722,1
4,1,8,2021,9460,1
5,1,8,2021,9363,1
6,1,8,2021,8464,1
7,1,8,2021,8249,1
8,1,8,2021,8316,1
9,1,8,2021,8761,1
10,1,8,2021,8890,1
11,1,8,2021,8939,1
12,1,8,2021,9171,1
13,1,8,2021,9499,1
14,1,8,2021,9644,1
15,1,8,2021,9860,1
16,1,8,2021,9459,1
17,1,8,2021,8887,1
18,1,8,2021,8729,1
19,1,8,2021,10117,1
20,1,8,2021,11293,1
21,1,8,2021,11508,1
22,1,8,2021,11583,1
23,1,8,2021,11473,1
24,1,8,2021,11217,1
1,2,8,2021,10738,2
2,2,8,2021,10518,2
3,2,8,2021,10192,2
4,2,8,2021,9766,2
5,2,8,2021,9534,2
6,2,8,2021,8786,2
7,2,8,2021,8504,2
8,2,8,2021,8488,2
9,2,8,2021,8952,2
10,2,8,2021,9241,2
11,2,8,2021,9314,2
12,2,8,2021,9739,2
13,2,8,2021,9955,2
14,2,8,2021,9856,2
15,2,8,2021,10193,2
16,2,8,2021,10014,2
17,2,8,2021,9432,2
18,2,8,2021,8961,2
19,2,8,2021,10467,2
20,2,8,2021,11767,2
21,2,8,2021,11788,2
22,2,8,2021,11824,2
23,2,8,2021,11691,2
24,2,8,2021,11216,2
1,3,8,2021,10999,3
2,3,8,2021,10669,3
3,3,8,2021,10402,3
4,3,8,2021,10295,3
5,3,8,2021,10058,3
6,3,8,2021,9087,3
7,3,8,2021,8945,3
8,3,8,2021,8777,3
9,3,8,2021,8861,3
10,3,8,2021,9349,3
11,3,8,2021,9675,3
12,3,8,2021,10153,3
13,3,8,2021,10231,3
14,3,8,2021,10421,3
15,3,8,2021,10719,3
16,3,8,2021,10494,3
17,3,8,2021,9695,3
18,3,8,2021,9484,3
19,3,8,2021,10973,3
20,3,8,2021,12046,3
21,3,8,2021,12033,3
22,3,8,2021,12059,3
23,3,8,2021,11898,3
24,3,8,2021,11548,3
1,4,8,2021,11097,4
2,4,8,2021,10798,4
3,4,8,2021,10559,4
4,4,8,2021,10344,4
5,4,8,2021,10020,4
6,4,8,2021,9263,4
7,4,8,2021,9051,4
8,4,8,2021,8984,4
9,4,8,2021,9259,4
10,4,8,2021,9591,4
11,4,8,2021,9924,4
12,4,8,2021,10077,4
13,4,8,2021,10571,4
14,4,8,2021,10509,4
15,4,8,2021,10968,4
16,4,8,2021,10795,4
17,4,8,2021,10085,4
18,4,8,2021,9619,4
19,4,8,2021,11431,4
20,4,8,2021,11319,4
21,4,8,2021,11780,4
22,4,8,2021,12019,4
23,4,8,2021,12194,4
24,4,8,2021,11953,4
1,5,8,2021,11670,5
2,5,8,2021,11435,5
3,5,8,2021,11198,5
4,5,8,2021,10852,5
5,5,8,2021,10628,5
6,5,8,2021,9877,5
7,5,8,2021,9461,5
8,5,8,2021,9661,5
9,5,8,2021,10005,5
10,5,8,2021,10443,5
11,5,8,2021,10714,5
12,5,8,2021,10725,5
13,5,8,2021,11054,5
14,5,8,2021,11344,5
15,5,8,2021,11614,5
16,5,8,2021,11506,5
17,5,8,2021,10753,5
18,5,8,2021,9915,5
19,5,8,2021,11672,5
20,5,8,2021,12438,5
21,5,8,2021,12264,5
22,5,8,2021,12209,5
23,5,8,2021,12412,5
24,5,8,2021,12380,5
1,6,8,2021,12045,6
2,6,8,2021,11631,6
3,6,8,2021,11214,6
4,6,8,2021,11007,6
5,6,8,2021,10600,6
6,6,8,2021,9594,6
7,6,8,2021,9116,6
8,6,8,2021,9018,6
9,6,8,2021,8983,6
10,6,8,2021,9174,6
11,6,8,2021,9474,6
12,6,8,2021,9711,6
13,6,8,2021,10061,6
14,6,8,2021,10070,6
15,6,8,2021,10349,6
16,6,8,2021,10044,6
17,6,8,2021,9181,6
18,6,8,2021,8836,6
19,6,8,2021,10531,6
20,6,8,2021,11707,6
21,6,8,2021,12179,6
22,6,8,2021,12048,6
23,6,8,2021,12038,6
24,6,8,2021,12058,6
1,7,8,2021,11514,7
2,7,8,2021,10985,7
3,7,8,2021,10634,7
4,7,8,2021,10203,7
5,7,8,2021,9960,7
6,7,8,2021,9271,7
7,7,8,2021,8816,7
8,7,8,2021,8873,7
9,7,8,2021,9181,7
10,7,8,2021,9480,7
11,7,8,2021,9581,7
12,7,8,2021,10128,7
13,7,8,2021,10297,7
14,7,8,2021,10209,7
15,7,8,2021,10322,7
16,7,8,2021,10276,7
17,7,8,2021,9649,7
18,7,8,2021,9490,7
19,7,8,2021,10990,7
20,7,8,2021,12093,7
21,7,8,2021,12159,7
22,7,8,2021,12070,7
23,7,8,2021,12084,7
24,7,8,2021,11799,7
1,8,8,2021,11523,1
2,8,8,2021,11103,1
3,8,8,2021,10775,1
4,8,8,2021,10488,1
5,8,8,2021,10250,1
6,8,8,2021,9460,1
7,8,8,2021,9202,1
8,8,8,2021,9118,1
9,8,8,2021,9291,1
10,8,8,2021,9577,1
11,8,8,2021,9807,1
12,8,8,2021,10130,1
13,8,8,2021,10348,1
14,8,8,2021,10228,1
15,8,8,2021,10445,1
16,8,8,2021,10377,1
17,8,8,2021,9843,1
18,8,8,2021,9313,1
19,8,8,2021,11101,1
20,8,8,2021,12217,1
21,8,8,2021,12290,1
22,8,8,2021,12219,1
23,8,8,2021,12133,1
24,8,8,2021,11911,1
1,9,8,2021,11539,2
2,9,8,2021,11177,2
3,9,8,2021,10883,2
4,9,8,2021,10632,2
5,9,8,2021,10445,2
6,9,8,2021,9757,2
7,9,8,2021,9504,2
8,9,8,2021,9513,2
9,9,8,2021,9698,2
10,9,8,2021,10046,2
11,9,8,2021,10278,2
12,9,8,2021,10702,2
13,9,8,2021,10842,2
14,9,8,2021,10700,2
15,9,8,2021,11052,2
16,9,8,2021,10703,2
17,9,8,2021,10309,2
18,9,8,2021,9844,2
19,9,8,2021,11595,2
20,9,8,2021,12407,2
21,9,8,2021,12524,2
22,9,8,2021,12460,2
23,9,8,2021,12399,2
24,9,8,2021,12202,2
1,10,8,2021,12021,3
2,10,8,2021,11564,3
3,10,8,2021,11467,3
4,10,8,2021,11154,3
5,10,8,2021,10930,3
6,10,8,2021,9967,3
7,10,8,2021,9658,3
8,10,8,2021,9666,3
9,10,8,2021,10011,3
10,10,8,2021,10432,3
11,10,8,2021,10597,3
12,10,8,2021,10905,3
13,10,8,2021,11241,3
14,10,8,2021,11214,3
15,10,8,2021,11437,3
16,10,8,2021,11031,3
17,10,8,2021,10246,3
18,10,8,2021,9876,3
19,10,8,2021,11860,3
20,10,8,2021,12352,3
21,10,8,2021,12673,3
22,10,8,2021,12515,3
23,10,8,2021,12463,3
24,10,8,2021,12241,3
1,11,8,2021,11858,4
2,11,8,2021,11391,4
3,11,8,2021,11399,4
4,11,8,2021,11119,4
5,11,8,2021,10994,4
6,11,8,2021,10423,4
7,11,8,2021,9969,4
8,11,8,2021,9794,4
9,11,8,2021,10287,4
10,11,8,2021,10655,4
11,11,8,2021,10875,4
12,11,8,2021,11012,4
13,11,8,2021,11165,4
14,11,8,2021,11272,4
15,11,8,2021,11463,4
16,11,8,2021,11324,4
17,11,8,2021,10594,4
18,11,8,2021,10211,4
19,11,8,2021,12043,4
20,11,8,2021,12750,4
21,11,8,2021,12768,4
22,11,8,2021,12659,4
23,11,8,2021,12612,4
24,11,8,2021,12472,4
1,12,8,2021,12109,5
2,12,8,2021,11769,5
3,12,8,2021,11426,5
4,12,8,2021,11300,5
5,12,8,2021,11084,5
6,12,8,2021,10373,5
7,12,8,2021,10047,5
8,12,8,2021,9889,5
9,12,8,2021,10459,5
10,12,8,2021,10888,5
11,12,8,2021,11194,5
12,12,8,2021,11313,5
13,12,8,2021,11401,5
14,12,8,2021,11222,5
15,12,8,2021,11149,5
16,12,8,2021,10636,5
17,12,8,2021,10199,5
18,12,8,2021,10266,5
19,12,8,2021,11895,5
20,12,8,2021,12603,5
21,12,8,2021,12748,5
22,12,8,2021,12586,5
23,12,8,2021,12572,5
24,12,8,2021,12353,5
1,13,8,2021,11998,6
2,13,8,2021,11626,6
3,13,8,2021,11253,6
4,13,8,2021,10793,6
5,13,8,2021,10750,6
6,13,8,2021,9438,6
7,13,8,2021,8883,6
8,13,8,2021,8636,6
9,13,8,2021,8711,6
10,13,8,2021,8721,6
11,13,8,2021,8862,6
12,13,8,2021,9304,6
13,13,8,2021,9703,6
14,13,8,2021,9530,6
15,13,8,2021,9655,6
16,13,8,2021,9388,6
17,13,8,2021,9040,6
18,13,8,2021,8789,6
19,13,8,2021,10646,6
20,13,8,2021,11550,6
21,13,8,2021,11840,6
22,13,8,2021,11395,6
23,13,8,2021,11759,6
24,13,8,2021,11737,6
1,14,8,2021,11245,7
2,14,8,2021,10823,7
3,14,8,2021,10537,7
4,14,8,2021,10197,7
5,14,8,2021,10036,7
6,14,8,2021,9364,7
7,14,8,2021,9046,7
8,14,8,2021,9184,7
9,14,8,2021,9465,7
10,14,8,2021,10069,7
11,14,8,2021,10367,7
12,14,8,2021,10835,7
13,14,8,2021,11106,7
14,14,8,2021,11250,7
15,14,8,2021,11330,7
16,14,8,2021,10947,7
17,14,8,2021,10431,7
18,14,8,2021,10160,7
19,14,8,2021,12002,7
20,14,8,2021,12556,7
21,14,8,2021,12706,7
22,14,8,2021,12615,7
23,14,8,2021,12552,7
24,14,8,2021,12440,7
1,15,8,2021,12038,1
2,15,8,2021,11656,1
3,15,8,2021,11274,1
4,15,8,2021,11126,1
5,15,8,2021,10765,1
6,15,8,2021,9881,1
7,15,8,2021,9357,1
8,15,8,2021,9182,1
9,15,8,2021,9242,1
10,15,8,2021,9381,1
11,15,8,2021,9606,1
12,15,8,2021,9887,1
13,15,8,2021,10271,1
14,15,8,2021,10358,1
15,15,8,2021,10317,1
16,15,8,2021,10209,1
17,15,8,2021,9633,1
18,15,8,2021,9282,1
19,15,8,2021,11284,1
20,15,8,2021,12288,1
21,15,8,2021,12487,1
22,15,8,2021,12544,1
23,15,8,2021,12584,1
24,15,8,2021,12403,1
1,16,8,2021,11908,2
2,16,8,2021,11530,2
3,16,8,2021,11309,2
4,16,8,2021,11136,2
5,16,8,2021,10924,2
6,16,8,2021,10270,2
7,16,8,2021,9868,2
8,16,8,2021,9738,2
9,16,8,2021,10071,2
10,16,8,2021,10386,2
11,16,8,2021,10566,2
12,16,8,2021,10707,2
13,16,8,2021,10987,2
14,16,8,2021,11111,2
15,16,8,2021,11307,2
16,16,8,2021,11243,2
17,16,8,2021,10952,2
18,16,8,2021,10454,2
19,16,8,2021,12447,2
20,16,8,2021,12948,2
21,16,8,2021,12933,2
22,16,8,2021,12713,2
23,16,8,2021,12708,2
24,16,8,2021,12516,2
1,17,8,2021,12120,3
2,17,8,2021,11644,3
3,17,8,2021,11314,3
4,17,8,2021,11037,3
5,17,8,2021,10891,3
6,17,8,2021,10089,3
7,17,8,2021,9580,3
8,17,8,2021,9487,3
9,17,8,2021,9762,3
10,17,8,2021,10136,3
11,17,8,2021,10360,3
12,17,8,2021,10648,3
13,17,8,2021,10863,3
14,17,8,2021,10913,3
15,17,8,2021,11126,3
16,17,8,2021,10676,3
17,17,8,2021,10393,3
18,17,8,2021,10084,3
19,17,8,2021,12001,3
20,17,8,2021,12675,3
21,17,8,2021,12658,3
22,17,8,2021,12563,3
23,17,8,2021,12270,3
24,17,8,2021,12178,3
1,18,8,2021,11766,4
2,18,8,2021,11242,4
3,18,8,2021,10969,4
4,18,8,2021,10643,4
5,18,8,2021,10340,4
6,18,8,2021,9527,4
7,18,8,2021,9172,4
8,18,8,2021,9220,4
9,18,8,2021,9611,4
10,18,8,2021,9936,4
11,18,8,2021,10191,4
12,18,8,2021,10515,4
13,18,8,2021,10832,4
14,18,8,2021,10562,4
15,18,8,2021,10889,4
16,18,8,2021,10710,4
17,18,8,2021,10378,4
18,18,8,2021,10022,4
19,18,8,2021,11901,4
20,18,8,2021,12517,4
21,18,8,2021,12463,4
22,18,8,2021,12388,4
23,18,8,2021,12224,4
24,18,8,2021,11931,4
1,19,8,2021,11492,5
2,19,8,2021,11188,5
3,19,8,2021,10873,5
4,19,8,2021,10560,5
5,19,8,2021,10355,5
6,19,8,2021,9576,5
7,19,8,2021,9353,5
8,19,8,2021,9323,5
9,19,8,2021,9840,5
10,19,8,2021,10095,5
11,19,8,2021,10439,5
12,19,8,2021,10634,5
13,19,8,2021,10704,5
14,19,8,2021,10699,5
15,19,8,2021,10695,5
16,19,8,2021,10375,5
17,19,8,2021,10072,5
18,19,8,2021,9822,5
19,19,8,2021,11726,5
20,19,8,2021,12443,5
21,19,8,2021,12531,5
22,19,8,2021,12364,5
23,19,8,2021,12189,5
24,19,8,2021,11982,5
1,20,8,2021,11453,6
2,20,8,2021,11264,6
3,20,8,2021,10986,6
4,20,8,2021,10707,6
5,20,8,2021,10245,6
6,20,8,2021,9414,6
7,20,8,2021,8896,6
8,20,8,2021,8456,6
9,20,8,2021,8414,6
10,20,8,2021,8522,6
11,20,8,2021,8560,6
12,20,8,2021,8811,6
13,20,8,2021,9265,6
14,20,8,2021,9075,6
15,20,8,2021,9207,6
16,20,8,2021,8924,6
17,20,8,2021,8609,6
18,20,8,2021,8544,6
19,20,8,2021,10415,6
20,20,8,2021,11410,6
21,20,8,2021,11651,6
22,20,8,2021,11614,6
23,20,8,2021,11628,6
24,20,8,2021,11429,6
1,21,8,2021,11019,7
2,21,8,2021,10665,7
3,21,8,2021,10363,7
4,21,8,2021,10003,7
5,21,8,2021,9938,7
6,21,8,2021,9300,7
7,21,8,2021,9084,7
8,21,8,2021,9117,7
9,21,8,2021,9317,7
10,21,8,2021,9666,7
11,21,8,2021,9892,7
12,21,8,2021,10166,7
13,21,8,2021,10482,7
14,21,8,2021,10597,7
15,21,8,2021,10824,7
16,21,8,2021,10723,7
17,21,8,2021,10333,7
18,21,8,2021,9823,7
19,21,8,2021,11585,7
20,21,8,2021,12675,7
21,21,8,2021,12686,7
22,21,8,2021,12630,7
23,21,8,2021,12381,7
24,21,8,2021,12266,7
1,22,8,2021,11892,1
2,22,8,2021,11436,1
3,22,8,2021,11201,1
4,22,8,2021,10990,1
5,22,8,2021,10717,1
6,22,8,2021,10086,1
7,22,8,2021,9676,1
8,22,8,2021,9682,1
9,22,8,2021,10119,1
10,22,8,2021,10623,1
11,22,8,2021,10952,1
12,22,8,2021,11340,1
13,22,8,2021,11793,1
14,22,8,2021,11674,1
15,22,8,2021,11977,1
16,22,8,2021,11872,1
17,22,8,2021,11446,1
18,22,8,2021,10626,1
19,22,8,2021,12758,1
20,22,8,2021,13205,1
21,22,8,2021,13271,1
22,22,8,2021,13117,1
23,22,8,2021,13090,1
24,22,8,2021,12861,1
1,23,8,2021,12344,2
2,23,8,2021,12062,2
3,23,8,2021,11643,2
4,23,8,2021,11329,2
5,23,8,2021,11319,2
6,23,8,2021,10607,2
7,23,8,2021,10143,2
8,23,8,2021,10099,2
9,23,8,2021,10352,2
10,23,8,2021,10844,2
11,23,8,2021,11025,2
12,23,8,2021,11327,2
13,23,8,2021,11564,2
14,23,8,2021,11508,2
15,23,8,2021,11923,2
16,23,8,2021,11719,2
17,23,8,2021,11063,2
18,23,8,2021,10526,2
